"","prob_attack_comp","prob_attack_anto","prob_attack_cybe","prob_att_mr_ddos","prob_att_mr_social","portf_num","sprk","fd","ddos_prot","secconfig","malwprot","patchvul","ids","conventional","cyber1","cyber2","cost_controls","defender_cost","defender_utility"
"1",0,0,0.4,0,0,14,0,0,0,1,0,1,1,1,0,1,47600,1.25169357802336,0.915524813792501
"2",0,0,0.6,0,0,11,1,1,0,1,0,1,1,1,0,1,53000,1.96789165481215,0.86201617736326
"3",0,0,0.4,0,0,16,0,0,1,0,0,1,1,1,0,1,58600,2.44384253314347,0.675074163510397
"4",0,0,0.6,0,0,6,0,1,0,0,1,1,1,1,0,1,55400,2.51371250383906,0.67307449862729
"5",0,0,1,0,0,10,0,0,1,1,0,1,1,1,0,1,59600,4.31582105816935,0.663547748826373
