"","prob_attack_comp","prob_attack_anto","prob_attack_cybe","prob_att_mr_ddos","prob_att_mr_social","portf_num","sprk","fd","ddos_prot","secconfig","malwprot","patchvul","ids","conventional","cyber1","cyber2","cost_controls","defender_cost","defender_utility"
"1",0,0.8,0,0,0,99,1,0,1,0,0,0,0,1,0,1,27600,0.02802966,0.998713306611659
"2",0,1,0,0,0,92,0,0,1,1,0,0,0,1,0,1,28000,0.02812586,0.998708876922647
"3",0,0.4,0,0,0,67,1,0,1,0,0,1,0,1,0,1,29200,0.02934756,0.998652613544004
"4",0,0.6,0,0,0,68,0,0,1,0,0,1,0,1,0,1,28600,0.0311252160593942,0.998570612639312
"5",0,1,0,0,0,98,0,1,1,0,0,0,0,1,0,1,31800,0.03228608,0.99851722296863
"6",0,0.8,0,0,0,52,0,0,1,0,1,1,0,1,0,1,32600,0.03274322,0.998496152701798
"7",0,0.8,0,0,0,97,1,1,1,0,0,0,0,1,0,1,32400,0.03282966,0.998492168266928
"8",0,0.4,0,0,0,90,0,1,1,1,0,0,0,1,0,1,32800,0.03292586,0.998487733927923
"9",0,0.4,0,0,0,66,0,1,1,0,0,1,0,1,0,1,33400,0.03359096,0.998457073408004
"10",0,0.6,0,0,0,43,1,0,1,1,1,1,0,1,0,1,34200,0.03422604,0.99842779260203
